Town,Date,Collected_at,Temperature,Weather,Real_feel,Humidity
lovran,21.05.2020.,11:30,21.0,malo oblačno,24.0,39.0
lipa,21.05.2020.,11:30,19.0,malo oblačno,19.0,43.0
krasica,21.05.2020.,11:30,21.0,malo oblačno,24.0,39.0
klenovica,21.05.2020.,11:30,21.0,vedro,24.0,37.0
kastav,21.05.2020.,11:30,14.0,umjereno oblačno,14.0,54.0
klana,21.05.2020.,11:30,14.0,umjereno oblačno,14.0,54.0
grobnik,21.05.2020.,11:30,19.0,malo oblačno,19.0,43.0
hreljin,21.05.2020.,11:30,21.0,malo oblačno,24.0,39.0
fuzine,21.05.2020.,11:30,17.0,vedro,17.0,51.0
drazice,21.05.2020.,11:30,21.0,malo oblačno,24.0,39.0
delnice,21.05.2020.,11:30,17.0,vedro,17.0,51.0
crikvenica,21.05.2020.,11:30,22.0,malo oblačno,23.0,29.0
bribir,21.05.2020.,11:30,20.0,vedro,24.0,41.0
brgud,21.05.2020.,11:30,20.0,vedro,24.0,41.0
bakar,21.05.2020.,11:30,21.0,malo oblačno,24.0,39.0
bakarac,21.05.2020.,11:30,21.0,malo oblačno,24.0,39.0
baska,21.05.2020.,11:30,21.0,vedro,24.0,37.0
rubesi,21.05.2020.,11:30,14.0,umjereno oblačno,14.0,54.0
rijeka,21.05.2020.,11:30,21.0,malo oblačno,24.0,39.0
opatija,21.05.2020.,11:30,18.0,umjereno oblačno,18.0,40.0
jadranovo,21.05.2020.,11:30,22.0,malo oblačno,23.0,29.0
vrata,21.05.2020.,11:30,17.0,vedro,17.0,51.0
selce,21.05.2020.,11:30,22.0,malo oblačno,23.0,29.0
veprinac,21.05.2020.,11:30,21.0,malo oblačno,24.0,39.0
omisalj,21.05.2020.,13:30,23.0,malo oblačno,24.0,39.0
matulji,21.05.2020.,13:30,16.0,umjereno oblačno,16.0,56.0
medveja,21.05.2020.,13:30,23.0,malo oblačno,24.0,39.0
lovran,21.05.2020.,13:30,23.0,malo oblačno,24.0,39.0
lipa,21.05.2020.,13:30,20.0,umjereno oblačno,24.0,38.0
krasica,21.05.2020.,13:30,23.0,malo oblačno,24.0,39.0
klenovica,21.05.2020.,13:30,23.0,vedro,24.0,37.0
kastav,21.05.2020.,13:30,16.0,umjereno oblačno,16.0,56.0
klana,21.05.2020.,13:30,16.0,umjereno oblačno,16.0,56.0
grobnik,21.05.2020.,13:30,20.0,umjereno oblačno,24.0,38.0
hreljin,21.05.2020.,13:30,23.0,malo oblačno,24.0,39.0
fuzine,21.05.2020.,13:30,18.0,malo oblačno,18.0,45.0
drazice,21.05.2020.,13:30,23.0,malo oblačno,24.0,39.0
delnice,21.05.2020.,13:30,18.0,malo oblačno,18.0,45.0
crikvenica,21.05.2020.,13:30,24.0,malo oblačno,24.0,25.0
bribir,21.05.2020.,13:30,21.0,vedro,23.0,33.0
brgud,21.05.2020.,13:30,21.0,vedro,23.0,33.0
bakar,21.05.2020.,13:30,23.0,malo oblačno,24.0,39.0
bakarac,21.05.2020.,13:30,23.0,malo oblačno,24.0,39.0
baska,21.05.2020.,13:30,23.0,vedro,24.0,37.0
rubesi,21.05.2020.,13:30,16.0,umjereno oblačno,16.0,56.0
rijeka,21.05.2020.,13:30,23.0,malo oblačno,24.0,39.0
opatija,21.05.2020.,13:30,21.0,pretežno oblačno,24.0,40.0
jadranovo,21.05.2020.,13:30,24.0,malo oblačno,24.0,25.0
vrata,21.05.2020.,13:30,18.0,malo oblačno,18.0,45.0
selce,21.05.2020.,13:30,24.0,malo oblačno,24.0,25.0
veprinac,21.05.2020.,13:30,23.0,malo oblačno,24.0,39.0
omisalj,21.05.2020.,15:30,24.0,malo oblačno,25.0,36.0
matulji,21.05.2020.,15:30,17.0,umjereno oblačno,17.0,52.0
medveja,21.05.2020.,15:30,24.0,malo oblačno,25.0,36.0
lovran,21.05.2020.,15:30,24.0,malo oblačno,25.0,36.0
lipa,21.05.2020.,15:30,21.0,umjereno oblačno,24.0,40.0
krasica,21.05.2020.,15:30,24.0,malo oblačno,25.0,36.0
klenovica,21.05.2020.,15:30,23.0,vedro,24.0,35.0
kastav,21.05.2020.,15:30,17.0,umjereno oblačno,17.0,52.0
klana,21.05.2020.,15:30,17.0,umjereno oblačno,17.0,52.0
grobnik,21.05.2020.,15:30,21.0,umjereno oblačno,24.0,40.0
hreljin,21.05.2020.,15:30,24.0,malo oblačno,25.0,36.0
fuzine,21.05.2020.,15:30,19.0,umjereno oblačno,19.0,43.0
drazice,21.05.2020.,15:30,24.0,malo oblačno,25.0,36.0
delnice,21.05.2020.,15:30,19.0,umjereno oblačno,19.0,43.0
crikvenica,21.05.2020.,15:30,25.0,malo oblačno,24.0,25.0
bribir,21.05.2020.,15:30,21.0,vedro,24.0,36.0
brgud,21.05.2020.,15:30,21.0,vedro,24.0,36.0
bakar,21.05.2020.,15:30,24.0,malo oblačno,25.0,36.0
bakarac,21.05.2020.,15:30,24.0,malo oblačno,25.0,36.0
baska,21.05.2020.,15:30,23.0,vedro,24.0,35.0
rubesi,21.05.2020.,15:30,17.0,umjereno oblačno,17.0,52.0
rijeka,21.05.2020.,15:30,24.0,malo oblačno,25.0,36.0
opatija,21.05.2020.,15:30,21.0,umjereno oblačno,23.0,35.0
jadranovo,21.05.2020.,15:30,25.0,malo oblačno,24.0,25.0
vrata,21.05.2020.,15:30,19.0,umjereno oblačno,19.0,43.0
selce,21.05.2020.,15:30,25.0,malo oblačno,24.0,25.0
veprinac,21.05.2020.,15:30,24.0,malo oblačno,25.0,36.0
omisalj,21.05.2020.,17:30,24.0,malo oblačno,24.0,30.0
matulji,21.05.2020.,17:30,17.0,malo oblačno,17.0,46.0
medveja,21.05.2020.,17:30,24.0,malo oblačno,24.0,30.0
lovran,21.05.2020.,17:30,24.0,malo oblačno,24.0,30.0
lipa,21.05.2020.,17:30,21.0,malo oblačno,23.0,33.0
krasica,21.05.2020.,17:30,24.0,malo oblačno,24.0,30.0
klenovica,21.05.2020.,17:30,23.0,vedro,24.0,31.0
kastav,21.05.2020.,17:30,17.0,malo oblačno,17.0,46.0
klana,21.05.2020.,17:30,17.0,malo oblačno,17.0,46.0
grobnik,21.05.2020.,17:30,21.0,malo oblačno,23.0,33.0
hreljin,21.05.2020.,17:30,24.0,malo oblačno,24.0,30.0
fuzine,21.05.2020.,17:30,20.0,malo oblačno,24.0,37.0
drazice,21.05.2020.,17:30,24.0,malo oblačno,24.0,30.0
delnice,21.05.2020.,17:30,20.0,malo oblačno,24.0,37.0
crikvenica,21.05.2020.,17:30,25.0,malo oblačno,24.0,24.0
bribir,21.05.2020.,17:30,21.0,vedro,23.0,34.0
brgud,21.05.2020.,17:30,21.0,vedro,23.0,34.0
bakar,21.05.2020.,17:30,24.0,malo oblačno,24.0,30.0
bakarac,21.05.2020.,17:30,24.0,malo oblačno,24.0,30.0
baska,21.05.2020.,17:30,23.0,vedro,24.0,31.0
rubesi,21.05.2020.,17:30,17.0,malo oblačno,17.0,46.0
rijeka,21.05.2020.,17:30,24.0,malo oblačno,24.0,30.0
opatija,21.05.2020.,17:30,22.0,umjereno oblačno,23.0,32.0
jadranovo,21.05.2020.,17:30,25.0,malo oblačno,24.0,24.0
vrata,21.05.2020.,17:30,20.0,malo oblačno,24.0,37.0
selce,21.05.2020.,17:30,25.0,malo oblačno,24.0,24.0
veprinac,21.05.2020.,17:30,24.0,malo oblačno,24.0,30.0
omisalj,21.05.2020.,19:30,22.0,malo oblačno,24.0,35.0
matulji,21.05.2020.,19:30,15.0,malo oblačno,15.0,46.0
medveja,21.05.2020.,19:30,22.0,malo oblačno,24.0,35.0
lovran,21.05.2020.,19:30,22.0,malo oblačno,24.0,35.0
lipa,21.05.2020.,19:30,20.0,malo oblačno,23.0,34.0
krasica,21.05.2020.,19:30,22.0,malo oblačno,24.0,35.0
klenovica,21.05.2020.,19:30,23.0,vedro,23.0,28.0
kastav,21.05.2020.,19:30,15.0,malo oblačno,15.0,46.0
klana,21.05.2020.,19:30,15.0,malo oblačno,15.0,46.0
grobnik,21.05.2020.,19:30,20.0,malo oblačno,23.0,34.0
hreljin,21.05.2020.,19:30,22.0,malo oblačno,24.0,35.0
fuzine,21.05.2020.,19:30,19.0,malo oblačno,19.0,33.0
drazice,21.05.2020.,19:30,22.0,malo oblačno,24.0,35.0
delnice,21.05.2020.,19:30,19.0,malo oblačno,19.0,33.0
crikvenica,21.05.2020.,19:30,23.0,malo oblačno,23.0,26.0
bribir,21.05.2020.,19:30,17.0,vedro,17.0,29.0
brgud,21.05.2020.,19:30,17.0,vedro,17.0,32.0
bakar,21.05.2020.,19:30,22.0,malo oblačno,24.0,35.0
bakarac,21.05.2020.,19:30,22.0,malo oblačno,24.0,35.0
baska,21.05.2020.,19:30,23.0,vedro,23.0,28.0
rubesi,21.05.2020.,19:30,15.0,malo oblačno,15.0,46.0
rijeka,21.05.2020.,19:30,22.0,malo oblačno,24.0,35.0
opatija,21.05.2020.,19:30,21.0,malo oblačno,23.0,30.0
jadranovo,21.05.2020.,19:30,23.0,malo oblačno,23.0,26.0
vrata,21.05.2020.,19:30,19.0,malo oblačno,19.0,33.0
selce,21.05.2020.,19:30,23.0,malo oblačno,23.0,26.0
veprinac,21.05.2020.,19:30,22.0,malo oblačno,24.0,35.0
omisalj,21.05.2020.,21:30,19.0,malo oblačno,19.0,47.0
matulji,21.05.2020.,21:30,12.0,malo oblačno,12.0,58.0
medveja,21.05.2020.,21:30,19.0,malo oblačno,19.0,47.0
lovran,21.05.2020.,21:30,19.0,malo oblačno,19.0,47.0
lipa,21.05.2020.,21:30,15.0,vedro,15.0,61.0
krasica,21.05.2020.,21:30,19.0,malo oblačno,19.0,47.0
klenovica,21.05.2020.,21:30,20.0,vedro,24.0,37.0
kastav,21.05.2020.,21:30,12.0,malo oblačno,12.0,58.0
klana,21.05.2020.,21:30,12.0,malo oblačno,12.0,58.0
grobnik,21.05.2020.,21:30,15.0,vedro,15.0,61.0
hreljin,21.05.2020.,21:30,19.0,malo oblačno,19.0,47.0
fuzine,21.05.2020.,21:30,14.0,vedro,14.0,60.0
drazice,21.05.2020.,21:30,19.0,malo oblačno,19.0,47.0
delnice,21.05.2020.,21:30,14.0,vedro,14.0,60.0
crikvenica,21.05.2020.,21:30,21.0,malo oblačno,17.0,51.0
bribir,21.05.2020.,21:30,17.0,malo oblačno,17.0,42.0
brgud,21.05.2020.,21:30,17.0,malo oblačno,17.0,42.0
bakar,21.05.2020.,21:30,19.0,malo oblačno,19.0,47.0
bakarac,21.05.2020.,21:30,19.0,malo oblačno,19.0,47.0
baska,21.05.2020.,21:30,20.0,vedro,24.0,37.0
rubesi,21.05.2020.,21:30,12.0,malo oblačno,12.0,58.0
rijeka,21.05.2020.,21:30,19.0,malo oblačno,19.0,47.0
opatija,21.05.2020.,21:30,16.0,vedro,16.0,53.0
jadranovo,21.05.2020.,21:30,21.0,malo oblačno,17.0,56.5
vrata,21.05.2020.,21:30,14.0,vedro,14.0,60.0
selce,21.05.2020.,21:30,21.0,malo oblačno,17.0,53.5
veprinac,21.05.2020.,21:30,19.0,malo oblačno,19.0,47.0
omisalj,21.05.2020.,23:30,16.0,malo oblačno,16.0,41.0
matulji,21.05.2020.,23:30,10.0,malo oblačno,10.0,50.0
medveja,21.05.2020.,23:30,16.0,malo oblačno,16.0,41.0
lovran,21.05.2020.,23:30,16.0,malo oblačno,16.0,41.0
lipa,21.05.2020.,23:30,10.0,malo oblačno,10.0,91.0
krasica,21.05.2020.,23:30,16.0,malo oblačno,16.0,41.0
klenovica,21.05.2020.,23:30,19.0,vedro,19.0,33.0
kastav,21.05.2020.,23:30,10.0,malo oblačno,10.0,50.0
klana,21.05.2020.,23:30,10.0,malo oblačno,10.0,50.0
grobnik,21.05.2020.,23:30,10.0,malo oblačno,10.0,91.0
hreljin,21.05.2020.,23:30,16.0,malo oblačno,16.0,41.0
fuzine,21.05.2020.,23:30,9.0,malo oblačno,9.0,79.0
drazice,21.05.2020.,23:30,16.0,malo oblačno,16.0,41.0
delnice,21.05.2020.,23:30,9.0,malo oblačno,9.0,79.0
crikvenica,21.05.2020.,23:30,16.0,malo oblačno,16.0,45.0
bribir,21.05.2020.,23:30,16.0,malo oblačno,16.0,38.0
brgud,21.05.2020.,23:30,16.0,malo oblačno,16.0,38.0
bakar,21.05.2020.,23:30,16.0,malo oblačno,16.0,41.0
bakarac,21.05.2020.,23:30,16.0,malo oblačno,16.0,41.0
baska,21.05.2020.,23:30,19.0,vedro,19.0,33.0
rubesi,21.05.2020.,23:30,10.0,malo oblačno,10.0,50.0
rijeka,21.05.2020.,23:30,16.0,malo oblačno,16.0,41.0
opatija,21.05.2020.,23:30,12.0,vedro,12.0,65.0
jadranovo,21.05.2020.,23:30,16.0,malo oblačno,16.0,45.0
vrata,21.05.2020.,23:30,9.0,malo oblačno,9.0,79.0
selce,21.05.2020.,23:30,16.0,malo oblačno,16.0,45.0
veprinac,21.05.2020.,23:30,16.0,malo oblačno,16.0,41.0
omisalj,22.05.2020.,01:30,15.0,malo oblačno,15.0,48.0
matulji,22.05.2020.,01:30,9.0,malo oblačno,9.0,51.0
medveja,22.05.2020.,01:30,15.0,malo oblačno,15.0,48.0
lovran,22.05.2020.,01:30,15.0,malo oblačno,15.0,48.0
lipa,22.05.2020.,01:30,8.0,malo oblačno,8.0,95.0
krasica,22.05.2020.,01:30,15.0,malo oblačno,15.0,48.0
klenovica,22.05.2020.,01:30,18.0,vedro,18.0,35.0
kastav,22.05.2020.,01:30,9.0,malo oblačno,9.0,51.0
klana,22.05.2020.,01:30,9.0,malo oblačno,9.0,51.0
grobnik,22.05.2020.,01:30,8.0,malo oblačno,8.0,95.0
hreljin,22.05.2020.,01:30,15.0,malo oblačno,15.0,48.0
fuzine,22.05.2020.,01:30,8.0,malo oblačno,7.0,88.0
drazice,22.05.2020.,01:30,15.0,malo oblačno,15.0,48.0
delnice,22.05.2020.,01:30,8.0,malo oblačno,7.0,88.0
crikvenica,22.05.2020.,01:30,15.0,malo oblačno,15.0,46.0
bribir,22.05.2020.,01:30,16.0,malo oblačno,16.0,46.666666666666664
brgud,22.05.2020.,01:30,16.0,malo oblačno,16.0,47.333333333333336
bakar,22.05.2020.,01:30,15.0,malo oblačno,15.0,48.0
bakarac,22.05.2020.,01:30,15.0,malo oblačno,15.0,48.0
baska,22.05.2020.,01:30,18.0,vedro,18.0,35.0
rubesi,22.05.2020.,01:30,9.0,malo oblačno,9.0,51.0
rijeka,22.05.2020.,01:30,15.0,malo oblačno,15.0,48.0
opatija,22.05.2020.,01:30,11.0,malo oblačno,11.0,66.0
jadranovo,22.05.2020.,01:30,15.0,malo oblačno,15.0,46.0
vrata,22.05.2020.,01:30,8.0,malo oblačno,7.0,88.0
selce,22.05.2020.,01:30,15.0,malo oblačno,15.0,46.0
veprinac,22.05.2020.,01:30,15.0,malo oblačno,15.0,48.0
omisalj,22.05.2020.,03:30,14.0,malo oblačno,14.0,48.0
matulji,22.05.2020.,03:30,6.0,malo oblačno,5.0,68.0
medveja,22.05.2020.,03:30,14.0,malo oblačno,14.0,48.0
lovran,22.05.2020.,03:30,14.0,malo oblačno,14.0,48.0
lipa,22.05.2020.,03:30,7.0,malo oblačno,7.0,98.0
krasica,22.05.2020.,03:30,14.0,malo oblačno,14.0,48.0
klenovica,22.05.2020.,03:30,17.0,vedro,17.0,40.0
kastav,22.05.2020.,03:30,6.0,malo oblačno,5.0,68.0
klana,22.05.2020.,03:30,6.0,malo oblačno,5.0,68.0
grobnik,22.05.2020.,03:30,7.0,malo oblačno,7.0,98.0
hreljin,22.05.2020.,03:30,14.0,malo oblačno,14.0,48.0
fuzine,22.05.2020.,03:30,7.0,malo oblačno,6.0,89.0
drazice,22.05.2020.,03:30,14.0,malo oblačno,14.0,48.0
delnice,22.05.2020.,03:30,7.0,malo oblačno,6.0,89.0
crikvenica,22.05.2020.,03:30,14.0,malo oblačno,14.0,51.0
bribir,22.05.2020.,03:30,16.0,malo oblačno,16.0,36.0
brgud,22.05.2020.,03:30,16.0,malo oblačno,16.0,36.0
bakar,22.05.2020.,03:30,14.0,malo oblačno,14.0,48.0
bakarac,22.05.2020.,03:30,14.0,malo oblačno,14.0,48.0
baska,22.05.2020.,03:30,17.0,vedro,17.0,40.0
rubesi,22.05.2020.,03:30,6.0,malo oblačno,5.0,68.0
rijeka,22.05.2020.,03:30,14.0,malo oblačno,14.0,48.0
opatija,22.05.2020.,03:30,11.0,malo oblačno,11.0,64.0
jadranovo,22.05.2020.,03:30,14.0,malo oblačno,14.0,51.0
vrata,22.05.2020.,03:30,7.0,malo oblačno,6.0,89.0
selce,22.05.2020.,03:30,14.0,malo oblačno,14.0,51.0
veprinac,22.05.2020.,03:30,14.0,malo oblačno,14.0,48.0
omisalj,22.05.2020.,05:30,16.0,malo oblačno,16.0,44.0
matulji,22.05.2020.,05:30,6.0,malo oblačno,6.0,72.0
medveja,22.05.2020.,05:30,16.0,malo oblačno,16.0,44.0
lovran,22.05.2020.,05:30,16.0,malo oblačno,16.0,44.0
lipa,22.05.2020.,05:30,6.0,pretežno oblačno,6.0,99.0
krasica,22.05.2020.,05:30,16.0,malo oblačno,16.0,44.0
klenovica,22.05.2020.,05:30,17.0,malo oblačno,17.0,41.0
kastav,22.05.2020.,05:30,6.0,malo oblačno,6.0,72.0
klana,22.05.2020.,05:30,6.0,malo oblačno,6.0,72.0
grobnik,22.05.2020.,05:30,6.0,pretežno oblačno,6.0,99.0
hreljin,22.05.2020.,05:30,16.0,malo oblačno,16.0,44.0
fuzine,22.05.2020.,05:30,6.0,malo oblačno,5.0,93.0
drazice,22.05.2020.,05:30,16.0,malo oblačno,16.0,44.0
delnice,22.05.2020.,05:30,6.0,malo oblačno,5.0,93.0
crikvenica,22.05.2020.,05:30,14.0,malo oblačno,14.0,48.0
bribir,22.05.2020.,05:30,15.0,malo oblačno,15.0,37.0
brgud,22.05.2020.,05:30,15.0,malo oblačno,15.0,37.0
bakar,22.05.2020.,05:30,16.0,malo oblačno,16.0,44.0
bakarac,22.05.2020.,05:30,16.0,malo oblačno,16.0,44.0
baska,22.05.2020.,05:30,17.0,malo oblačno,17.0,41.0
rubesi,22.05.2020.,05:30,6.0,malo oblačno,6.0,72.0
rijeka,22.05.2020.,05:30,16.0,malo oblačno,16.0,44.0
opatija,22.05.2020.,05:30,11.0,malo oblačno,11.0,70.0
jadranovo,22.05.2020.,05:30,14.0,malo oblačno,14.0,48.0
vrata,22.05.2020.,05:30,6.0,malo oblačno,5.0,93.0
selce,22.05.2020.,05:30,14.0,malo oblačno,14.0,48.0
veprinac,22.05.2020.,05:30,16.0,malo oblačno,16.0,44.0
omisalj,22.05.2020.,07:30,15.0,malo oblačno,15.0,55.0
matulji,22.05.2020.,07:30,8.0,malo oblačno,8.0,67.0
medveja,22.05.2020.,07:30,15.0,malo oblačno,15.0,55.0
lovran,22.05.2020.,07:30,15.0,malo oblačno,15.0,55.0
lipa,22.05.2020.,07:30,8.0,umjereno oblačno,8.0,99.0
krasica,22.05.2020.,07:30,15.0,malo oblačno,15.0,55.0
klenovica,22.05.2020.,07:30,16.0,malo oblačno,16.0,47.0
kastav,22.05.2020.,07:30,8.0,malo oblačno,8.0,67.0
klana,22.05.2020.,07:30,8.0,malo oblačno,8.0,67.0
grobnik,22.05.2020.,07:30,8.0,umjereno oblačno,8.0,99.0
hreljin,22.05.2020.,07:30,15.0,malo oblačno,15.0,55.0
fuzine,22.05.2020.,07:30,8.0,malo oblačno,7.0,81.0
drazice,22.05.2020.,07:30,15.0,malo oblačno,15.0,55.0
delnice,22.05.2020.,07:30,8.0,malo oblačno,7.0,81.0
crikvenica,22.05.2020.,07:30,16.0,malo oblačno,16.0,45.0
bribir,22.05.2020.,07:30,17.0,malo oblačno,17.0,38.0
brgud,22.05.2020.,07:30,17.0,malo oblačno,17.0,38.0
bakar,22.05.2020.,07:30,15.0,malo oblačno,15.0,55.0
bakarac,22.05.2020.,07:30,15.0,malo oblačno,15.0,55.0
baska,22.05.2020.,07:30,16.0,malo oblačno,16.0,47.0
rubesi,22.05.2020.,07:30,8.0,malo oblačno,8.0,67.0
rijeka,22.05.2020.,07:30,15.0,malo oblačno,15.0,55.0
opatija,22.05.2020.,07:30,12.0,pretežno oblačno,12.0,66.0
jadranovo,22.05.2020.,07:30,16.0,malo oblačno,16.0,45.0
vrata,22.05.2020.,07:30,8.0,malo oblačno,7.0,81.0
selce,22.05.2020.,07:30,16.0,malo oblačno,16.0,45.0
veprinac,22.05.2020.,07:30,15.0,malo oblačno,15.0,55.0
omisalj,22.05.2020.,09:30,20.0,vedro,23.0,36.0
matulji,22.05.2020.,09:30,13.0,malo oblačno,13.0,57.0
medveja,22.05.2020.,09:30,20.0,vedro,23.0,36.0
lovran,22.05.2020.,09:30,20.0,vedro,23.0,36.0
lipa,22.05.2020.,09:30,15.0,vedro,15.0,52.0
krasica,22.05.2020.,09:30,20.0,vedro,23.0,36.0
klenovica,22.05.2020.,09:30,19.0,malo oblačno,19.0,36.0
kastav,22.05.2020.,09:30,13.0,malo oblačno,13.0,57.0
klana,22.05.2020.,09:30,13.0,malo oblačno,13.0,57.0
grobnik,22.05.2020.,09:30,15.0,vedro,15.0,52.0
hreljin,22.05.2020.,09:30,20.0,vedro,23.0,36.0
fuzine,22.05.2020.,09:30,14.0,vedro,14.0,61.0
drazice,22.05.2020.,09:30,20.0,vedro,23.0,36.0
delnice,22.05.2020.,09:30,14.0,vedro,14.0,61.0
crikvenica,22.05.2020.,09:30,19.0,malo oblačno,19.0,41.0
bribir,22.05.2020.,09:30,18.0,malo oblačno,18.0,39.0
brgud,22.05.2020.,09:30,18.0,malo oblačno,18.0,39.0
bakar,22.05.2020.,09:30,20.0,vedro,23.0,36.0
bakarac,22.05.2020.,09:30,20.0,vedro,23.0,36.0
baska,22.05.2020.,09:30,19.0,malo oblačno,19.0,36.0
rubesi,22.05.2020.,09:30,13.0,malo oblačno,13.0,57.0
rijeka,22.05.2020.,09:30,20.0,vedro,23.0,36.0
opatija,22.05.2020.,09:30,16.0,malo oblačno,16.0,41.0
jadranovo,22.05.2020.,09:30,19.0,malo oblačno,19.0,41.0
vrata,22.05.2020.,09:30,14.0,vedro,14.0,61.0
selce,22.05.2020.,09:30,19.0,malo oblačno,19.0,41.0
veprinac,22.05.2020.,09:30,20.0,vedro,23.0,36.0
omisalj,22.05.2020.,11:30,22.0,malo oblačno,24.0,33.0
matulji,22.05.2020.,11:30,17.0,pretežno oblačno,17.0,48.0
medveja,22.05.2020.,11:30,22.0,malo oblačno,24.0,33.0
lovran,22.05.2020.,11:30,22.0,malo oblačno,24.0,33.0
lipa,22.05.2020.,11:30,18.0,malo oblačno,18.0,36.0
krasica,22.05.2020.,11:30,22.0,malo oblačno,24.0,33.0
klenovica,22.05.2020.,11:30,20.0,umjereno oblačno,24.0,40.0
kastav,22.05.2020.,11:30,17.0,pretežno oblačno,17.0,48.0
klana,22.05.2020.,11:30,17.0,pretežno oblačno,17.0,48.0
grobnik,22.05.2020.,11:30,18.0,malo oblačno,18.0,36.0
hreljin,22.05.2020.,11:30,22.0,malo oblačno,24.0,33.0
fuzine,22.05.2020.,11:30,19.0,umjereno oblačno,19.0,42.0
drazice,22.05.2020.,11:30,22.0,malo oblačno,24.0,33.0
delnice,22.05.2020.,11:30,19.0,umjereno oblačno,19.0,42.0
crikvenica,22.05.2020.,11:30,21.0,malo oblačno,24.0,48.0
bribir,22.05.2020.,11:30,21.0,malo oblačno,23.0,35.0
brgud,22.05.2020.,11:30,21.0,malo oblačno,23.0,35.0
bakar,22.05.2020.,11:30,22.0,malo oblačno,24.0,33.0
bakarac,22.05.2020.,11:30,22.0,malo oblačno,24.0,33.0
baska,22.05.2020.,11:30,20.0,umjereno oblačno,24.0,40.0
rubesi,22.05.2020.,11:30,17.0,pretežno oblačno,17.0,48.0
rijeka,22.05.2020.,11:30,22.0,malo oblačno,24.0,33.0
opatija,22.05.2020.,11:30,18.0,umjereno oblačno,18.0,42.0
jadranovo,22.05.2020.,11:30,21.0,malo oblačno,24.0,48.0
vrata,22.05.2020.,11:30,19.0,umjereno oblačno,19.0,42.0
selce,22.05.2020.,11:30,21.0,malo oblačno,24.0,48.0
veprinac,22.05.2020.,11:30,22.0,malo oblačno,24.0,33.0
omisalj,22.05.2020.,11:30,22.0,malo oblačno,24.0,33.0
matulji,22.05.2020.,11:30,17.0,pretežno oblačno,17.0,48.0
medveja,22.05.2020.,11:30,22.0,malo oblačno,24.0,33.0
lovran,22.05.2020.,11:30,22.0,malo oblačno,24.0,33.0
lipa,22.05.2020.,11:30,18.0,malo oblačno,18.0,36.0
krasica,22.05.2020.,11:30,22.0,malo oblačno,24.0,33.0
klenovica,22.05.2020.,11:30,20.0,umjereno oblačno,24.0,40.0
kastav,22.05.2020.,11:30,17.0,pretežno oblačno,17.0,48.0
klana,22.05.2020.,11:30,17.0,pretežno oblačno,17.0,48.0
grobnik,22.05.2020.,11:30,18.0,malo oblačno,18.0,36.0
hreljin,22.05.2020.,11:30,22.0,malo oblačno,24.0,33.0
fuzine,22.05.2020.,11:30,19.0,umjereno oblačno,19.0,42.0
drazice,22.05.2020.,11:30,22.0,malo oblačno,24.0,33.0
delnice,22.05.2020.,11:30,19.0,umjereno oblačno,19.0,42.0
crikvenica,22.05.2020.,11:30,21.0,malo oblačno,24.0,48.0
bribir,22.05.2020.,11:30,21.0,malo oblačno,23.0,35.0
brgud,22.05.2020.,11:30,21.0,malo oblačno,23.0,35.0
bakar,22.05.2020.,11:30,22.0,malo oblačno,24.0,33.0
bakarac,22.05.2020.,11:30,22.0,malo oblačno,24.0,33.0
baska,22.05.2020.,11:30,20.0,umjereno oblačno,24.0,40.0
rubesi,22.05.2020.,11:30,17.0,pretežno oblačno,17.0,48.0
rijeka,22.05.2020.,11:30,22.0,malo oblačno,24.0,33.0
opatija,22.05.2020.,11:30,18.0,umjereno oblačno,18.0,42.0
jadranovo,22.05.2020.,11:30,21.0,malo oblačno,24.0,48.0
vrata,22.05.2020.,11:30,19.0,umjereno oblačno,19.0,42.0
selce,22.05.2020.,11:30,21.0,malo oblačno,24.0,48.0
veprinac,22.05.2020.,11:30,22.0,malo oblačno,24.0,33.0
omisalj,22.05.2020.,11:30,22.0,malo oblačno,24.0,33.0
matulji,22.05.2020.,11:30,17.0,pretežno oblačno,17.0,48.0
medveja,22.05.2020.,11:30,22.0,malo oblačno,24.0,33.0
lovran,22.05.2020.,11:30,22.0,malo oblačno,24.0,33.0
lipa,22.05.2020.,11:30,18.0,malo oblačno,18.0,36.0
krasica,22.05.2020.,11:30,22.0,malo oblačno,24.0,33.0
klenovica,22.05.2020.,11:30,20.0,umjereno oblačno,24.0,40.0
kastav,22.05.2020.,11:30,17.0,pretežno oblačno,17.0,48.0
klana,22.05.2020.,11:30,17.0,pretežno oblačno,17.0,48.0
grobnik,22.05.2020.,11:30,18.0,malo oblačno,18.0,36.0
hreljin,22.05.2020.,11:30,22.0,malo oblačno,24.0,33.0
fuzine,22.05.2020.,11:30,19.0,umjereno oblačno,19.0,42.0
drazice,22.05.2020.,11:30,22.0,malo oblačno,24.0,33.0
delnice,22.05.2020.,11:30,19.0,umjereno oblačno,19.0,42.0
crikvenica,22.05.2020.,11:30,21.0,malo oblačno,24.0,48.0
bribir,22.05.2020.,11:30,21.0,malo oblačno,23.0,35.0
brgud,22.05.2020.,11:30,21.0,malo oblačno,23.0,35.0
bakar,22.05.2020.,11:30,22.0,malo oblačno,24.0,33.0
bakarac,22.05.2020.,11:30,22.0,malo oblačno,24.0,33.0
baska,22.05.2020.,11:30,20.0,umjereno oblačno,24.0,40.0
rubesi,22.05.2020.,11:30,17.0,pretežno oblačno,17.0,48.0
